Timestamp,Node_ID,Voltage,Current,Frequency,Power,Temperature,Load,Fault_Label
0,7,237.98738258497738,11.186336953137793,50.07057306076839,26.62207052190874,30.124273717488865,0.5252549467777518,0
1,20,227.5267695091479,8.17669372537865,50.03925505845152,18.604167086011238,37.414614067826435,0.6124100800490644,0
2,29,221.09937358391159,7.525063155800714,50.084474799863656,16.637867499269106,35.471716980689,0.7014969969770405,0
3,15,221.7575482136453,7.725552719195363,50.103032838584134,17.131996296040242,39.17122233597917,0.7090432386254888,0
4,11,223.0822229238473,11.021294816141337,50.09941695985639,24.586549470838847,34.39470771646299,0.7793918087658278,0
5,8,220.31943423919037,9.858076651047691,50.09695042333974,21.719258704453996,38.25574152265706,0.7239334026281778,0
6,29,244.17111179511213,11.729194433445938,49.88011854250902,28.63930445275535,35.59560565996534,0.6457670029811622,0
7,21,233.929623508008,12.25144247625909,49.81088590380244,28.659753259013065,36.71312171589055,0.41508577533772095,0
8,7,238.51586202886855,8.521064446886816,49.9219772417335,20.32409031952753,27.833066060901025,0.7475141916795282,0
9,26,234.49894633293343,9.914609542773334,49.954320911855106,23.24965491082794,32.425294758648796,0.44272904633900145,0
10,19,230.48982086776138,9.393967481656315,50.09285985210469,21.652138820845394,34.347755105800516,0.6344056862003711,0
11,23,230.59804258692506,7.276404272507269,49.99035142753732,16.779245823113147,40.48137719876535,0.8481981095574116,0
12,11,226.8198988887211,7.5641617229360065,49.952018238596864,17.157023971742795,36.38354719294624,0.6984394466964764,0
13,11,227.47374098847862,9.671656200906103,50.01635337061028,22.00047817574528,28.124446491805337,0.4994823788423038,0
14,24,218.73517300949686,9.885868697978664,50.053583101716164,21.623872000015325,36.75126819342756,0.8039791042240854,0
15,21,238.6546092083221,9.890233645607335,50.07757478424264,23.603498456714174,31.490856244075115,0.5502045617384514,0
16,4,215.49413371197565,9.893369640528135,49.95869743042846,21.319631201779703,31.838750195344424,0.6886354196056537,0
17,8,221.5311152757664,8.368011414624881,49.904298567006606,18.537749013221937,34.767426680417664,0.7179244399058532,0
18,24,246.0962730476849,14.242876144091037,49.92214477732166,35.05118736540585,36.10685664029954,0.7655607471961406,3
19,3,231.08938306451861,10.463606610238443,50.01201241809456,24.18028396189821,31.889271624273626,0.43249128510470547,0
20,22,231.4216835602416,8.848945662926935,49.8947733024206,20.478379030476496,28.012940294286622,0.8271335662288275,0
21,21,235.09870838214184,10.804632872823154,50.09483013104582,25.401552329439543,34.29138953860818,0.45692516214819523,0
22,2,217.67730005502884,8.297551116445138,49.89573378936924,18.06188524096368,34.10438454476525,0.4472669650603025,0
23,24,218.8496530682398,10.053472194038777,49.84424696768037,22.00198901796582,40.7342560471165,0.6284422778612524,0
24,12,226.44084522760923,10.801391555956425,50.0155353576939,24.45876233565134,35.1708136015681,0.586090800606648,0
25,30,222.77311233961848,11.101873299597468,49.97239943849251,24.731988677514376,39.715230170917245,0.42730683691215005,0
26,6,229.4003522799248,7.485368350350006,50.04711983021388,17.171461365152908,43.464566952271056,0.48300026032509785,0
27,2,233.88439436241708,16.058185982949098,49.950093323143534,37.55759103181105,30.570976496641627,0.6196067223659429,3
28,28,241.11330438296477,12.363603810197066,50.040312955556345,29.81029368758428,40.8823765457788,0.814536089294268,0
29,21,236.48870671831673,14.06500995804231,50.10072035785432,33.26216014957672,38.72980106265186,0.46065218968607113,3
30,1,222.04578630648837,9.487767998801404,49.93766533965402,21.067189055873953,26.127780811320342,0.45226518708867014,0
31,12,227.00028737641765,10.493584194476947,50.05125874113197,23.82046627754901,34.24810069759801,0.8024147009735206,0
32,26,224.82443863000307,10.072918794037172,50.17957757766099,22.64638313235015,37.82229246947051,0.6461577580841044,0
33,22,221.8675129679012,8.905881444825472,50.077132304504424,19.759257669504063,36.35149679844638,0.5801246233547804,0
